,store,sido,gungu,address,phone
274,봉계점,울산광역시,울주군,울산광역시 울주군 두동면 계명1길 39(1층),052-263-9869
275,성남점(울산),울산광역시,중구,울산광역시 중구 성남동 57-2 2F,052-211-3929
276,양정염포점,울산광역시,북구,울산광역시 북구 염포로 591-1(양정동),052-288-8019
277,언양점,울산광역시,울주군,울산광역시 울주군 언양읍 읍성로 40,052-263-1305
278,울산신정1점,울산광역시,남구,울산광역시 남구 봉월로164번길 4,052-275-1288
279,전하점,울산광역시,동구,울산광역시 동구 전하동 618-8,052-252-7702
280,진하점,울산광역시,울주군,울산광역시 울주군 서생면 깨목길 28,052-238-8182
281,호계매곡점,울산광역시,북구,울산광역시 북구 호계동 255-9,052-298-2007
282,화봉.연암점,울산광역시,북구,울산광역시 북구 송내1길 18(화봉동),052-289-9941
283,가정지구1점,인천광역시,서구,인천광역시 서구 봉오재2로 37 104호,032-567-5885
284,가좌3점,인천광역시,서구,인천광역시 서구 가석로156번길 23-1,032-575-8999
285,갈산점,인천광역시,부평구,인천광역시 부평구 갈산동 364-4,032-522-9292
286,강화1점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로403번길 5,032-933-3153
287,강화2점,인천광역시,강화군,인천광역시 강화군 강화읍 남산리 39-1,032-934-9200
288,검암경서점,인천광역시,서구,인천광역시 서구 검암동 643-2 우주프라자 104,032-565-7768
289,계산1점,인천광역시,계양구,인천광역시 계양구 계산2동 933-25,032-543-4195
290,계양1동점,인천광역시,계양구,인천광역시 계양구 황어로115번길 10,032-512-9876
291,구월1동점,인천광역시,남동구,인천광역시 남동구 구월동 1217-2 103호,032-471-2484
292,대우점,인천광역시,부평구,인천광역시 부평구 산곡동 26-44 1층,032-523-7425
293,도림주공점,인천광역시,남동구,인천광역시 남동구 논고개로 299,032-434-8292
294,동암남점,인천광역시,부평구,인천광역시 부평구 경인로701번길 43 1층,032-421-8180
295,만수1점,인천광역시,남동구,인천광역시 남동구 만수서로 97-17(만수동 1층),032-462-2664
296,만수3점,인천광역시,남동구,인천광역시 남동구 만수동 861 1층,032-461-1260
297,만수삼환점,인천광역시,남동구,인천광역시 남동구 소래로669번길 30 106호,032-465-0892
298,만수주공점,인천광역시,남동구,인천광역시 남동구 장승남로34번길 22 상가 111호,032-466-3331
299,문학점,인천광역시,남구,"인천광역시 남구 승학길 4(문학동, 101호)",032-422-6892
300,부개주공점,인천광역시,부평구,"인천광역시 부평구 부개로 79, (부개동,부개택지개발1블럭)",032-361-0097
301,부평남부점,인천광역시,부평구,인천광역시 부평구 부평6동 654-1,032-517-6863
302,부평점,인천광역시,부평구,"인천광역시 부평구 부평문화로115 17, 1층(부평동)",032-516-8292
303,불노지구점,인천광역시,서구,인천광역시 서구 검단로 842,032-562-5452
304,삼산점,인천광역시,부평구,인천광역시 부평구 삼산동 201-3,032-511-0882
305,삼환대우점,인천광역시,연수구,인천광역시 연수구 원인재로 124,032-815-9933
306,센트럴파크점,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 50,032-833-1919
307,소래점,인천광역시,남동구,인천광역시 남동구 논현동 577 풍림상가 111호,032-441-0151
308,송도럭키점,인천광역시,연수구,인천광역시 연수구 옥련동 626 럭키아파트 일반상가 103호,032-832-6685
309,송도신도시점,인천광역시,연수구,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",032-858-9233
310,송도점,인천광역시,연수구,인천광역시 연수구 비류대로 216 1층4호,032-832-9595
311,송림점,인천광역시,동구,인천광역시 동구 샛골로161번길 25,032-763-8059
312,송월점,인천광역시,중구,인천광역시 중구 송월동1가 11-128,032-761-4191
313,수림점,인천광역시,남동구,인천광역시 남동구 주안로237번길 1,032-432-7374
314,신공항점,인천광역시,중구,인천광역시 중구 영종대로27번길 41,032-746-0311
315,신현점,인천광역시,서구,인천광역시 서구 원창로239번길 4(가정동),032-573-9999
316,심곡점,인천광역시,서구,인천광역시 서구 심곡로 170 상가동 1층 103호,032-561-2537
317,십정점,인천광역시,부평구,인천광역시 부평구 배곶남로 18,032-424-5775
318,에코점,인천광역시,남동구,인천광역시 남동구 논현동 739-1,032-437-3006
319,연수3점,인천광역시,연수구,인천광역시 연수구 연수동 540 문남상가 107호,032-813-0391
320,연수5점,인천광역시,연수구,"인천광역시 연수구 먼우금로 126, 107호(동춘동, 대림현대)",032-812-2710
321,연수6점,인천광역시,연수구,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",032-816-6675
322,연수주공점,인천광역시,연수구,인천광역시 연수구 연수동 533 연수상가 103호,032-811-5544
323,온수리점,인천광역시,강화군,인천광역시 강화군 길상면 온수리 547-1,032-937-6270
324,용현1호점,인천광역시,미추홀구,인천광역시 미추홀구 인주대로174번  36,032-866-9848
325,용현2호점,인천광역시,남구,인천광역시 남구 낙섬중로 11(용현동),032-887-9292
326,율도점,인천광역시,서구,인천광역시 서구 신현동 173-35,032-581-3355
327,인천남부점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",032-469-3221
328,인천남촌점,인천광역시,남동구,인천광역시 남동구 남촌동로 52-1,032-469-3113
329,일신점,인천광역시,부평구,인천광역시 부평구 일신동 111-4,032-501-4242
330,작전1점,인천광역시,계양구,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)",032-554-8892
331,작전3점,인천광역시,계양구,인천광역시 계양구 효성동 197-19,032-547-5731
332,작전현대점,인천광역시,계양구,인천광역시 계양구 작전동 580-1 현대아파트상가 1층,032-546-2672
333,제물포점,인천광역시,남구,인천광역시 남구 장천로112번길 10 1층,032-876-1153
334,주안2동점,인천광역시,남구,인천광역시 남구 주안2동 551-26,032-872-4605
335,주안점,인천광역시,남구,인천광역시 남구 염창로 84-3,032-864-4335
336,주원점,인천광역시,남구,인천광역시 남구 주안동 1593-34,032-439-2743
337,청라2점,인천광역시,서구,인천광역시 서구 청라루비로 144번길 6-6,032-567-8292
338,청천2점,인천광역시,부평구,인천광역시 부평구 청천2동 11-35,032-517-4564
339,태평상가점,인천광역시,계양구,"인천광역시 계양구 계산4동 1085-2, 3 태평@상가 114",032-552-0921
340,학익점,인천광역시,미추홀구,인천광역시 미추홀구 한나루로 425  1층,032-868-0900
341,한신점,인천광역시,서구,인천광역시 서구 서곶로 12 한신종합상가 208호,032-574-9300
342,효성1점,인천광역시,계양구,인천광역시 계양구 효성2동 273-91 층,032-547-8599
343,효성2점,인천광역시,계양구,인천광역시 계양구 효성1동 31-4,032-548-9292
344,효성점,인천광역시,남동구,인천광역시 남동구 백범로247번길 93-26,032-466-9333
345,부강점,세종특별자치시,부강면,세종특별자치시   부강면 부강2길 11,044-275-0514
346,서면점(충남),세종특별자치시,연서면,세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,044-863-8292
347,세종청사점,세종특별자치시,갈매로,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",044-864-9249
348,조치원2점,세종특별자치시,조치원읍,세종특별자치시   조치원읍 조치원로 52,044-866-3030
349,조치원3점,세종특별자치시,조치원읍,세종특별자치시   조치원읍 충현로 159 욱일@상가B07호,044-862-2020
350,한솔새롬점,세종특별자치시,새롬북로,세종특별자치시   새롬북로 13 상가3동 지하1층 130호(새롬동),044-868-9239
351,가남점,경기도,여주시,경기도 여주시 가남면 태평중앙1길 8-6,031-883-5746
352,가래비점,경기도,양주시,경기도 양주시 광적면 가납리 가래비길 24,031-855-6126
353,가운점,경기도,남양주시,경기도 남양주시 가운로2길 63 가운동삼원프라자 105호,031-557-9222
354,가평역전점,경기도,가평군,경기도 가평군 가평읍 굴다리길 13,031-582-5242
355,가평점,경기도,가평군,경기도 가평군 가평읍 가화로 125-1,031-582-4419
356,갈곶원동점,경기도,오산시,경기도 오산시 오산로 68(갈곶동),031-372-3573
357,갈산점(이천),경기도,이천시,"경기도 이천시 갈산로 81(갈산동, 102)",031-638-8320
358,강남대점,경기도,용인시기흥구,경기도 용인시기흥구 강남동로 114번길 22,031-284-9292
359,강상점,경기도,양평군,"경기도 양평군 강상면 강남로 922, 107호",031-775-8259
360,강선점,경기도,고양시일산서구,경기도 고양시일산서구 강선로 67번지 유원상가 103호,031-912-5558
361,개군점,경기도,양평군,경기도 양평군 개군면 하자포길 35,031-772-4612
362,거모점,경기도,시흥시,경기도 시흥시 도일로 100-3  ,031-492-8222
363,건영점,경기도,고양시일산서구,경기도 고양시일산서구 성저로 110번지,031-915-9292
364,경기송산점,경기도,화성시,경기도 화성시 수노을1로191 상가3동 105호,031-356-7877
365,경안점,경기도,광주시,경기도 광주시 중앙로 179 (송정동),031-762-0415
366,고강1점,경기도,부천시오정구,경기도 부천시오정구 원종동 238-10,032-673-2342
367,고강2점,경기도,부천시오정구,경기도 부천시오정구 고강본동 399,032-671-1980
368,고담리점,경기도,이천시,경기도 이천시 대월면 대산로288번길 72,031-637-6683
369,고매리점,경기도,용인시기흥구,경기도 용인시기흥구 고매동 722-2,031-286-4296
370,고잔2점,경기도,안산시단원구,경기도 안산시단원구 고잔동 733-1 104,031-414-9070
371,고잔점,경기도,안산시단원구,경기도 안산시단원구 고잔동 612 문화연립상가동 110,031-401-1452
372,고천점,경기도,의왕시,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)",031-454-0055
373,곡반정점,경기도,수원시권선구,"경기도 수원시권선구 곡선로50번길 48/107(곡반정동,현대@상가)",031-234-9266
374,곤지암점,경기도,광주시,"경기도 광주시 곤지암읍 곤지암로50번길, 25",031-762-3660
375,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 10-1,031-653-9441
376,관산점,경기도,고양시덕양구,경기도 고양시덕양구 통일로802번길 71,031-963-2740
377,관양1점,경기도,안양시동안구,경기도 안양시동안구 관양동 1397-1 1층 101,031-388-5259
378,광교점,경기도,수원시영통구,"경기도 수원시영통구 대학1로 8번길 59, 1층103호(이의동)",031-214-1688
379,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 83,031-527-9300
380,광명1점,경기도,광명시,경기도 광명시 오리로 937,02-2688-7025
381,광명2점,경기도,광명시,경기도 광명시 광명동 348-20,02-2681-4280
382,광명3점,경기도,광명시,"경기도 광명시 광명로928번길 14, 1층(광명동)",02-2689-2488
383,광명역점,경기도,광명시,"경기도 광명시 신기로17번길 6, 1층102호(일직동,케이스퀘어)",02-898-1618
384,광주점,경기도,광주시,경기도 광주시 문화로 6(역동),031-763-6311
385,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1,031-947-3171
386,괴안1점,경기도,부천시소사구,"경기도 부천시소사구 부광로8번길 39,104(괴안동)",032-343-4885
387,교하점,경기도,파주시,경기도 파주시 숲속노을로 300,031-942-9272
388,구리남점,경기도,구리시,경기도 구리시 안골로20번길 28,031-569-9292
389,구리중앙점,경기도,구리시,경기도 구리시 체육관로171번 11-6,031-567-0506
390,구반월점,경기도,안산시상록구,경기도 안산시상록구 건건동 632-4 1층,031-502-1140
391,구성마북점,경기도,용인시기흥구,경기도 용인시기흥구 연원로 5(마북동),031-286-3854
392,군남점,경기도,연천군,경기도 연천군 군남면 군남로 115,031-833-3355
393,군자11점,경기도,안산시단원구,경기도 안산시단원구 선부동 1078-4 가동상가 110,031-402-3842
394,군포당동점,경기도,군포시,"경기도 군포시 군포로510번길 25(당동, 당동누리에뜰해밀제1층118호)",031-454-8174
395,권선점,경기도,수원시권선구,경기도 수원시권선구 세권로 181번길 13(권선동),031-233-8735
396,궐동대우점,경기도,오산시,경기도 오산시 청학로 173번길 18(수청동),031-375-1486
397,금곡점,경기도,남양주시,경기도 남양주시 금곡로 49,031-592-7921
398,금오점,경기도,의정부시,경기도 의정부시 금신로 398,031-847-3528
399,금촌주공점,경기도,파주시,경기도 파주시 가나무로 103,031-943-9955
400,기아점,경기도,광명시,경기도 광명시 소하동 1236-7,02-898-1951
401,꿈.연화점,경기도,부천시원미구,경기도 부천시원미구 옥산로 86,032-657-1008
402,남양주도곡점,경기도,남양주시,경기도 남양주시 와부읍 덕소로 194-14,031-577-9229
403,남촌점,경기도,오산시,경기도 오산시 성호대로 24-1(오산동),031-375-7337
404,내동점,경기도,부천시오정구,경기도 부천시오정구 삼작로96번길 21(내동),032-675-9601
405,녹양점,경기도,의정부시,"경기도 의정부시 비우로20번길 29(가능동,지상1층)",031-879-9982
406,능곡점,경기도,고양시덕양구,경기도 고양시덕양구 토당로78번길 7-10(토당동),031-974-7747
407,단월동점,경기도,이천시,경기도 이천시 단월로 29(단월동),031-634-4547
408,당수동점,경기도,수원시권선구,경기도 수원시권선구 당진로 14번길 57 상가 105(당수동),031-419-8450
409,대광리점,경기도,연천군,경기도 연천군 신서면 도대로 3번길 33호,031-834-8009
410,대림동산점,경기도,안성시,경기도 안성시 공도읍 양기리567-1,031-658-9192
411,대신점,경기도,여주시,경기도 여주시 대신면 여양로 1456-4,031-884-3669
412,대화장성점,경기도,고양시일산서구,경기도 고양시일산서구 호수로 838번지 22,031-916-1233
413,덕절리점,경기도,화성시,경기도 화성시 정남면 발안로 1177,031-373-2660
414,덕정점,경기도,양주시,경기도 양주시 덕정길 23,031-858-2281
415,덕천점,경기도,안양시만안구,경기도 안양시만안구 덕천로128번길 18(안양동),031-444-0406
416,덕풍동점,경기도,하남시,"경기도 하남시 신장동 430-7 성원쌍떼빌 104호, 105호",031-793-9922
417,도당점,경기도,부천시원미구,경기도 부천시원미구 도당동 284-15 1층,032-677-7500
418,도평점,경기도,광주시,경기도 광주시 초월읍 현산로 89-6,031-768-9266
419,동두천역전점,경기도,동두천시,경기도 동두천시 어수로 92,031-862-2973
420,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15(생연동),031-862-7853
421,동문점,경기도,용인시수지구,경기도 용인시수지구 수풍로 53(풍덕천동),031-261-5191
422,동신점,경기도,수원시장안구,경기도 수원시장안구 파장로21번길 24,031-244-0776
423,동아점,경기도,고양시일산동구,경기도 고양시일산동구 강송로 196 동아아파트상가 1-3,031-902-0203
424,동천동점,경기도,용인시수지구,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호,031-262-9759
425,동탄1점,경기도,화성시,"경기도 화성시 동탄지성로 150-9(능동,상가101호)",031-613-0092
426,동탄2점,경기도,화성시,경기도 화성시 동탄면 중리 동탄청계로 303-14,031-372-4030
427,동탄반송점,경기도,화성시,"경기도 화성시 노작로3길 22,1층 일부호(반송동)",031-8003-2333
428,동탄영천점,경기도,화성시,경기도 화성시 동탄대로24가길 27 상가103호,031-377-0200
429,둔전점,경기도,용인시처인구,경기도 용인시처인구 금어로 2(유방동),031-336-9258
430,레이크타운점,경기도,안산시단원구,경기도 안산시단원구 광덕동로25 상가동101호,031-406-1111
431,마도점,경기도,화성시,경기도 화성시 마도면 석교로 171,031-355-0019
432,마석점,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",031-595-8686
433,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49,031-988-4443
434,마평리점,경기도,용인시처인구,경기도 용인시처인구 금령로 129(마평동),031-335-8542
435,매산점,경기도,수원시팔달구,경기도 수원시팔달구 갓매산로26번길 24,031-238-0344
436,매송점,경기도,화성시,경기도 화성시 매송면 화성로 2358번길 37,031-294-7696
437,매탄점,경기도,수원시영통구,경기도 수원시영통구 동수원로514번길 15 103호,031-214-9292
438,매화동점,경기도,시흥시,경기도 시흥시 매화1로 21,031-313-2914
439,모가점,경기도,이천시,경기도 이천시 모가면 진상미로 1257(성광주택),031-633-3663
440,모현점,경기도,용인시처인구,경기도 용인시처인구 모현면 외대로 36,031-339-6860
441,목감점,경기도,시흥시,경기도 시흥시 동서로 1095,031-405-3677
442,무원삼보점,경기도,고양시덕양구,경기도 고양시덕양구 화신로 31 무원마을 삼보상가 102,031-970-9200
443,무지개점,경기도,성남시분당구,"경기도 성남시분당구 구미동 211, 무지개마을 106",031-715-0689
444,문산점,경기도,파주시,경기도 파주시 문산읍 문항로 82,031-952-2781
445,문촌점,경기도,고양시일산서구,경기도 고양시일산서구 대산로 183,031-913-9292
446,미금점,경기도,성남시분당구,경기도 성남시분당구 미금일로 55 상가동108호,031-714-7463
447,민락점,경기도,의정부시,경기도 의정부시 오목로 99,031-851-4749
448,박달동점,경기도,안양시만안구,경기도 안양시만안구 박달동 134-5,031-447-3131
449,반달마을점,경기도,부천시원미구,"경기도 부천시원미구 상동 397, 반달상가1층",032-323-9292
450,발안1점,경기도,화성시,경기도 화성시 향남읍 삼천병마로 275 ,031-353-9297
451,백석점,경기도,양주시,경기도 양주시 백석읍 양주산성로 564-1,031-829-8283
452,백학점,경기도,연천군,경기도 연천군 백학면 두백로 35,031-835-8669
453,별내점,경기도,남양주시,경기도 남양주시 별내중앙로26 111호,031-574-2777
454,병점점,경기도,화성시,경기도 화성시 병점로 58(병점동),031-236-9245
455,보개점,경기도,안성시,경기도 안성시 보개면 남사당로 1-3,031-674-5882
456,보라점,경기도,용인시기흥구,경기도 용인시기흥구 사은로 116,031-287-2884
457,복창점,경기도,평택시,경기도 평택시 신서로 32-1,031-611-9291
458,본오2점,경기도,안산시상록구,경기도 안산시상록구 각골로 123,031-416-4066
459,본오3점,경기도,안산시상록구,경기도 안산시상록구 본오동 669-7,031-407-9998
460,봉담와우리점,경기도,화성시,경기도 화성시 봉담읍 와우로15번길 55-9 효성@상가1층,031-222-0147
461,봉담점,경기도,화성시,경기도 화성시 봉담읍 진등1길 57-1,031-298-9966
462,봉암리점,경기도,양주시,경기도 양주시 은현면 은현로 521,031-864-7255
463,부곡점(안산),경기도,안산시상록구,경기도 안산시상록구 부곡동 685-11 안산제2종합시장 1003호,031-416-7532
464,부곡점(의왕),경기도,의왕시,경기도 의왕시 솔밭길 31,031-461-9292
465,부발점,경기도,이천시,경기도 이천시 부발읍 무촌로 137,031-634-6204
466,북문점,경기도,수원시장안구,경기도 수원시장안구 팔달로259번길 9,031-255-7217
467,북변점,경기도,김포시,경기도 김포시 북변동 688 대우아파트상가 111호,031-982-4560
468,분당동점,경기도,성남시분당구,경기도 성남시분당구 분당동 39 샛별마을 삼부아파트상가 -101 1호,031-701-0162
469,비산1동점,경기도,안양시동안구,"경기도 안양시동안구 비산로 21, 1층 102호(비산동)",031-388-5414
470,비산삼호점,경기도,안양시동안구,경기도 안양시동안구 비산동 377-4,031-388-9672
471,사동2점,경기도,안산시상록구,"경기도 안산시상록구 감골로 43(사동, 102호)",031-416-2992
472,사동리점,경기도,이천시,경기도 이천시 대월면 사동로 162,031-637-7770
473,사동점,경기도,안산시상록구,경기도 안산시상록구 사동 1285-3,031-408-0411
474,사우지구점,경기도,김포시,경기도 김포시 북변동 832 영풍아파트상가 104,031-998-7557
475,산본13점,경기도,군포시,"경기도 군포시 산본동 1059 우성상가A동 8,9호",031-392-4444
476,산본3점,경기도,군포시,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)",031-397-1980
477,산본6점,경기도,군포시,"경기도 군포시 산본천로 34-5(산본동, 세종종합상가동101호)",031-396-9292
478,산본9점,경기도,군포시,경기도 군포시 산본동 수리산로203번안길 34 ,031-393-0861
479,산본리점,경기도,군포시,경기도 군포시 금산로 62(산본동),031-393-3070
480,산북점,경기도,여주시,경기도 여주시 산북면 상품로 99,031-884-9266
481,삼동점,경기도,광주시,경기도 광주시 순암로 509(삼동),031-797-3044
482,삼송점,경기도,고양시덕양구,경기도 고양시덕양구 신도길 9,02-381-1552
483,상대원1점,경기도,성남시중원구,경기도 성남시중원구 박석로62번길 1(상대원동),031-733-3141
484,상동라일락점,경기도,부천시원미구,"경기도 부천시원미구 도약로 35, 105(상동)",032-322-9994
485,상동현대점,경기도,부천시원미구,"경기도 부천시원미구 상동 555-8, 102호",032-325-9533
486,상리점,경기도,여주시,경기도 여주시 여주읍 청심로 232,031-885-2512
487,새마을점,경기도,안양시만안구,경기도 안양시만안구 안양동 759-51,031-443-3787
488,샘터점,경기도,고양시덕양구,경기도 고양시덕양구 화신로 73 D상가 103호,031-978-2231
489,서근리점,경기도,화성시,경기도 화성시 팔탄면 버들로 1362번길 6,031-352-9533
490,서둔탑동평동점,경기도,수원시권선구,경기도 수원시권선구 서둔로 197-1 1층 101호(탑동),031-292-9992
491,서문점,경기도,수원시장안구,경기도 수원시장안구 장안로7번길 38(영화동),031-243-8933
492,서정점,경기도,평택시,경기도 평택시 서정동 288-15,031-664-5018
493,서천점(용인),경기도,용인시기흥구,"경기도 용인시기흥구 예현로35번길  서천동,1층",031-273-2333
494,서현점,경기도,성남시분당구,경기도 성남시분당구 서현동 311 효자촌주상복합 604-110,031-701-8398
495,석포점,경기도,화성시,경기도 화성시 장안면 버들로 1199,031-358-2614
496,선부3점,경기도,안산시단원구,경기도 안산시단원구 선삼로 1 (선부동 1층),031-414-1936
497,선유점,경기도,파주시,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,031-953-9248
498,설봉점,경기도,이천시,경기도 이천시 향교로 106(창전동),031-632-6030
499,설성점,경기도,이천시,경기도 이천시 설성면 설장로 13(금성빌딩),031-642-0303
500,설악면점,경기도,가평군,경기도 가평군 설악면 신천 중앙로 131,031-584-5592
501,성남점,경기도,성남시중원구,경기도 성남시중원구 성남동 4149,031-754-2367
502,성대1점,경기도,수원시장안구,경기도 수원시장안구 율전로 85번길 15(율전동),031-291-9284
503,성대2점,경기도,수원시장안구,"경기도 수원시장안구 서부로 2197번길 36-1, 1층",031-207-9292
504,성석점,경기도,고양시일산동구,경기도 고양시일산동구 고봉로 616(성석동),031-975-9279
505,세류점,경기도,수원시권선구,경기도 수원시권선구 정조로 558(세류동),031-233-9621
506,소사3점,경기도,부천시소사구,"경기도 부천시소사구 소사로160번길 26-2, 1층일부(소사본동)",032-345-1413
507,송내1점,경기도,부천시소사구,"경기도 부천시소사구 경인로134번길 72, 202호(송내동,단지내상가2층)",032-665-4976
508,송내점,경기도,동두천시,경기도 동두천시 거북마루24    103호,031-864-9292
509,수리산역점,경기도,군포시,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",031-392-5354
510,수지점,경기도,용인시수지구,경기도 용인시수지구 풍덕천로148번 1층 102호,031-261-4567
511,시화3점,경기도,시흥시,경기도 시흥시 정왕대로53번길 29,031-432-1113
512,시화5점,경기도,시흥시,경기도 시흥시 역전로 427 세종상가 104,031-431-8585
513,시화6점,경기도,시흥시,경기도 시흥시 정왕동 1847 청솔아파트 상가 104호,031-497-2883
514,시화7점,경기도,시흥시,"경기도 시흥시 정왕신길로49번 37,109(서해APT상가)",031-431-7979
515,시화8점,경기도,시흥시,경기도 시흥시 정왕대로266번 4 금강아파트 상가 108호,031-433-2992
516,시화지구점,경기도,시흥시,경기도 시흥시 봉우재로 7번길 20,031-499-1212
517,신갈점,경기도,용인시기흥구,경기도 용인시기흥구 신구로53번길  10-1(신갈동),031-286-1877
518,신곡점,경기도,의정부시,경기도 의정부시 시민로 240,031-846-9807
519,신둔점,경기도,이천시,경기도 이천시 신둔면 경충대로 3172,031-632-7228
520,신영통점,경기도,수원시영통구,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),031-206-2266
521,신원당점,경기도,고양시덕양구,경기도 고양시덕양구 고양대로1384 7-24 동문상가 1층 ,031-969-0909
522,신장동점,경기도,하남시,경기도 하남시 신장동 443-21,031-794-3330
523,신천은행점,경기도,시흥시,경기도 시흥시 신천동 781-22,031-311-7748
524,신현리점,경기도,광주시,경기도 광주시 오포읍 새말길 94,031-719-7116
525,신흥2점,경기도,성남시수정구,"경기도 성남시수정구 수정로220번길 5, 1층 일부호(신흥동)",031-747-5535
526,심곡5점,경기도,부천시원미구,경기도 부천시원미구 부흥로373번길 44,032-652-2452
527,심곡본1점,경기도,부천시소사구,"경기도 부천시소사구 성주로 159(심곡본동,1층)",032-657-8881
528,아동점,경기도,파주시,"경기도 파주시 경의로 1821, 1층101호",031-944-2286
529,안녕송산점,경기도,화성시,경기도 화성시 용주로 25 1층 일부호(안녕동),031-238-7789
530,안산3점,경기도,안산시단원구,경기도 안산시단원구 예술대학로 107 상가104호,031-482-2232
531,안산상록수점,경기도,안산시상록구,경기도 안산시상록구 본삼로 17 1층 103호,031-407-2202
532,안산이동점,경기도,안산시상록구,"경기도 안산시상록구 도매시장로 34-1, 102호",031-418-7911
533,안산일동점,경기도,안산시상록구,경기도 안산시상록구 호동로 81(일동),031-406-1451
534,안산효자점,경기도,안산시단원구,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,031-401-1417
535,안성2점,경기도,안성시,경기도 안성시 신건지동 1-2,031-675-7680
536,안양5동점,경기도,안양시만안구,경기도 안양시만안구 안양동 388-12,031-442-9292
537,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서7길 16,031-682-9915
538,야탑점,경기도,성남시분당구,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",031-705-4999
539,약대점,경기도,부천시오정구,경기도 부천시오정구 삼정동 318-5 1층,032-671-5823
540,양곡1점,경기도,김포시,경기도 김포시 양촌읍 양곡2로60번길 53 101호,031-996-0729
541,양동점,경기도,양평군,경기도 양평군 양동면 양동시장길 6-5,031-771-9945
542,양문점,경기도,포천시,경기도 포천시 영중면 양문로 98-1,031-534-3849
543,양벌점,경기도,광주시,경기도 광주시 오포읍 양벌로 190,031-766-1204
544,양성점,경기도,안성시,경기도 안성시 양성면 읍내길 26,031-674-1562
545,양수리점,경기도,양평군,경기도 양평군 양서면 양수로150번길 9-2,031-772-6419
546,양평동부점,경기도,양평군,경기도 양평군 양평읍 시민로 30,031-771-6116
547,양평옥천점,경기도,양평군,"경기도 양평군 옥천면 북부길9번길, 5",031-774-0340
548,양평용문점,경기도,양평군,경기도 양평군 용문면 용문로 359,031-772-4787
