,store,sido,gungu,address,phone
832,포항터미널점,경상북도,포항시남구,경상북도 포항시남구 중섬로 25(대잠동),054-284-9952
833,환호점,경상북도,포항시북구,경상북도 포항시북구 삼호로 458,054-252-4762
834,황성점,경상북도,경주시,경상북도 경주시 용담로92번길 43-4,054-746-1700
835,효자점(포항),경상북도,포항시남구,경상북도 포항시남구 효자동 119-1,054-252-7800
836,후포점,경상북도,울진군,경상북도 울진군 후포면 후포리 623-130,054-787-8575
837,휴천점,경상북도,영주시,경상북도 영주시 휴천2동 303-21,054-635-5553
838,흥해점,경상북도,포항시북구,경상북도 포항시북구 흠해흡 초곡지구로52번길,054-261-9982
839,거창점,경상남도,거창군,경상남도 거창군 거창읍 중앙로 52-1,055-945-2765
840,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 송학리 263-7,055-673-6633
841,경남금산점,경상남도,진주시,경상남도 진주시 금산면 금산로,055-763-9299
842,경남단계점,경상남도,산청군,경상남도 산청군 신등면 신등가회로 15,055-972-3018
843,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 정의1길 16,055-852-3197
844,경남양산점,경상남도,양산시,경상남도 양산시 중앙로 111 1층,055-385-5329
845,곤명점,경상남도,사천시,경상남도 사천시 곤명면 정곡리 843-9,055-853-8382
846,구산점,경상남도,김해시,경상남도 김해시 구산로 32-1,055-326-4470
847,김해내동점,경상남도,김해시,경상남도 김해시 평전로 154(내동),055-337-5686
848,김해중앙점,경상남도,김해시,경상남도 김해시 부원동 603-7,055-328-9282
849,남해대교점,경상남도,남해군,경상남도 남해군 설천면 노량로 197,055-862-8890
850,남해점,경상남도,남해군,경상남도 남해군 남해읍 서변리 149-1,055-862-1400
851,범어점,경상남도,양산시,경상남도 양산시 물금읍 범어리 721-1,055-383-8897
852,부곡온천점,경상남도,창녕군,경상남도 창녕군 부곡면 온천중앙로 47,055-536-5136
853,삼계점,경상남도,김해시,경상남도 김해시 가야로147번길 12-1 ,055-314-5591
854,삼방점,경상남도,김해시,경상남도 김해시 삼안로235번길 14(삼방동668-17),055-332-5921
855,서부점,경상남도,창원시진해구,경상남도 창원시진해구   충장로 100,055-545-9282
856,서상점,경상남도,함양군,경상남도 함양군 서상면 서상로 290-2,055-963-0033
857,신반점,경상남도,의령군,경상남도 의령군 부림면 신번로 164,055-574-6551
858,신안점,경상남도,진주시,경상남도 진주시 평거로116번길 8-1 1층,055-745-6602
859,안의점,경상남도,함양군,경상남도 함양군 안의면 금천리 203-4,055-964-1106
860,양덕합성점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 합성동 733-3,055-256-9930
861,영오점,경상남도,고성군,경상남도 고성군 영오면 영회로 514,055-672-9310
862,옥포1점,경상남도,거제시,경상남도 거제시 옥포로 282,055-687-9204
863,외동점,경상남도,김해시,경상남도 김해시 외동 1214-2,055-331-2009
864,용원점,경상남도,창원시진해구,경상남도 창원시진해구 용재로29번길 5-17,055-552-0543
865,장유2점,경상남도,김해시,경상남도 김해시 대청동 291-1 ,055-313-9797
866,장유점,경상남도,김해시,경상남도 김해시 무계동 278,055-312-5197
867,장평점,경상남도,거제시,"경상남도 거제시 장평3로7길 58(장평동, 1층)",055-635-3879
868,죽림점,경상남도,통영시,"경상남도 통영시 광도면 죽림1로 17-37, 102호(용문빌딩1층)",055-642-0038
869,진주대곡점,경상남도,진주시,경상남도 진주시 대곡면 광석리 315-1,055-744-2880
870,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 명덕로 48,055-532-3826
871,초계점,경상남도,합천군,경상남도 합천군 초계면 초계리 89-1,055-933-6922
872,통영1점,경상남도,통영시,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)",055-646-0339
873,통영2점,경상남도,통영시,경상남도 통영시 도천동 1021-1 영생상가나동 111호,055-643-4040
874,평거점,경상남도,진주시,경상남도 진주시 진양호로 187,055-745-3119
875,하동점,경상남도,하동군,경상남도 하동군 하동읍 읍내리 1283-2,055-883-7985
876,함양점,경상남도,함양군,경상남도 함양군 함양읍 용평리 702-12,055-963-7474
877,합포점,경상남도,창원시마산합포구,경상남도 창원시마산합포구 장군동4가 24-6,055-222-3592
878,회원교방점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 회원남로 39-1,055-248-9211
879,가경동점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 풍산로 103(복대동),043-233-4091
880,가마점,충청북도,청주시서원구,"충청북도 청주시서원구 남이면 청남로  1827-25, 1층",043-287-2003
881,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 142,043-881-3903
882,강서점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 가로수로1154 5-12(강서동),043-232-5254
883,개신점,충청북도,청주시서원구,충청북도 청주시서원구 장구봉로 130(개신동),043-218-9292
884,고은점,충청북도,청주시상당구,충청북도 청주시상당구 남일면 단재로 730-1,043-293-8592
885,과학단지점,충청북도,청주시청원구,충청북도 청주시청원구 오창읍 오창중앙로 94,043-900-8292
886,관기점,충청북도,보은군,충청북도 보은군 마로면 관기송현로 95-1,043-542-9222
887,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8,043-535-2170
888,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",043-833-0444
889,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 18,043-878-1330
890,기업도시점,충청북도,충주시,충청북도 충주시 중앙탑면 원앙9길 15 ,043-842-7755
891,대강점,충청북도,단양군,충청북도 단양군 대강면 대강로 59-1,043-421-3392
892,대소점,충청북도,음성군,충청북도 음성군 대소면 오태로99번길 12-4,043-881-8508
893,덕산점,충청북도,진천군,충청북도 진천군 덕산면 덕금로 809,043-536-5888
894,명보점,충청북도,제천시,충청북도 제천시 용두천로 112(남천동),043-644-4311
895,목행점,충청북도,충주시,충청북도 충주시 행정10길 10(목행동),043-853-2900
896,문화동점,충청북도,충주시,충청북도 충주시 사직산1길 15-11(문화동),043-853-7204
897,미원점,충청북도,청주시상당구,충청북도 청주시상당구 미원면 미원시내2길 19-3,043-298-3993
898,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산리 44-1,043-543-1655
899,복대점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 복대로199번길 3,043-265-2450
900,봉명동점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 주현로25번길 20(봉명동),043-265-8503
901,분평동점,충청북도,청주시서원구,"충청북도 청주시서원구 분평동 청남로2005번길, 27",043-285-2929
902,사창동점,충청북도,청주시서원구,충청북도 청주시서원구 1순환로  698(사창동),043-265-0338
903,속리산점,충청북도,보은군,충청북도 보은군 속리산면 사내리 281-1,043-543-0488
904,수곡동점,충청북도,청주시서원구,충청북도 청주시서원구 청남로  2092-1,043-283-6964
905,수안보점,충청북도,충주시,충청북도 충주시 수안보면 장터2길 20-7,043-846-8954
906,앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1033-1,043-855-0561
907,엄정점,충청북도,충주시,충청북도 충주시 엄정면 내창로 205,043-852-2919
908,연수동점,충청북도,충주시,충청북도 충주시 연원로 28(연수동),043-848-3667
909,연풍점(충북),충청북도,괴산군,충청북도 괴산군 연풍면 향교로 28,043-833-5227
910,영운동점,충청북도,청주시상당구,충청북도 청주시상당구 영운로 34-1(영운동),043-259-4618
911,옥천점(충북),충청북도,옥천군,충청북도 옥천군 옥천읍 금구리 24-6,043-731-5574
912,우암점,충청북도,청주시상당구,충청북도 청주시상당구 향군로 20(우암점),043-257-2722
913,율량점,충청북도,청주시청원구,충청북도 청주시청원구 공항로 114,043-211-2428
914,음성점,충청북도,음성군,충청북도 음성군 음성읍 시장로 95,043-873-7709
915,이원점,충청북도,옥천군,충청북도 옥천군 이원면 강청리 82-6,043-731-6646
916,이월점,충청북도,진천군,충청북도 진천군 이월면 진광로 789-1,043-536-8898
917,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동),043-644-4578
918,제천역전점,충청북도,제천시,충청북도 제천시 내토로 435-1,043-643-1885
919,주덕점,충청북도,충주시,충청북도 충주시 주덕읍 신양로 109,043-845-6421
920,진천점,충청북도,진천군,"충청북도 진천군 진천읍 문화로 237-18, 101호",043-533-4369
921,청주용암점,충청북도,청주시상당구,충청북도 청주시상당구 무농정로3번길 36(용암동),043-297-9292
922,청풍점,충청북도,제천시,"충청북도 제천시 청풍면 청풍호로58번길, 10-16",043-648-0097
923,추풍령점,충청북도,영동군,충청북도 영동군 추풍령면 신안로 52-1,043-742-2548
924,칠금점,충청북도,충주시,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)",043-854-2900
925,테크노점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 송절동 822,043-268-7798
926,하소동점,충청북도,제천시,충청북도 제천시 용두대로21길 9(하소동),043-644-4507
927,황간점,충청북도,영동군,충청북도 영동군 황간면 남성리 558-1,043-744-9266
928,갈산점(홍성),충청남도,홍성군,충청남도 홍성군 갈산면 상촌리 243,041-634-1881
929,강경점,충청남도,논산시,충청남도 논산시 강경읍 대흥리 19-3,041-745-1206
930,고대점,충청남도,당진시,충청남도 당진시 고대면 고대로 47,041-352-8295
931,고덕점,충청남도,예산군,충청남도 예산군 고덕면 용고길 353,041-337-8319
932,고북점,충청남도,서산시,충청남도 서산시 고북면 기포리 300-2,041-663-1956
933,공주산성동점,충청남도,공주시,충청남도 공주시 산성찬호길 1(산성동),041-854-1215
934,공주중동점,충청남도,공주시,충청남도 공주시 웅진로 140(중동),041-852-8850
935,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천리 244-7,041-642-0008
936,금산2점,충청남도,금산군,충청남도 금산군 금산읍 중도리 391-4,041-751-0152
937,기지시점,충청남도,당진시,충청남도 당진시 송악읍 기지시리 161-1,041-356-1901
938,내포1점,충청남도,홍성군,충청남도 홍성군 홍북면 애향2길 2,041-634-8685
939,논산2점,충청남도,논산시,충청남도 논산시 취암동 610-2,041-733-2396
940,논산대교점,충청남도,논산시,충청남도 논산시 대교동 250-14,041-733-9955
941,논산주공점,충청남도,논산시,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)",041-733-5892
942,당진1점,충청남도,당진시,충청남도 당진시 당진중앙2로 54-5,041-352-9999
943,당진2점,충청남도,당진시,충청남도 당진시 무수동로 195,041-357-8966
944,당진3점,충청남도,당진시,충청남도 당진시 원당로 55(원당동),041-355-4343
945,당진신평점,충청남도,당진시,충청남도 당진시 신평면 신평로 827,041-362-9288
946,대산점,충청남도,서산시,충청남도 서산시 대산읍 대산리 214-10,041-664-9400
947,대천해수욕장점,충청남도,보령시,충청남도 보령시 해수욕장4길 68(신흑동),041-932-9047
948,도고점,충청남도,아산시,충청남도 아산시 도고면 신언리 96-10,041-544-8746
949,동대동점,충청남도,보령시,충청남도 보령시 작은오랏2길 60-6,041-936-8865
950,두정2점,충청남도,천안시서북구,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",041-556-9933
951,두정점,충청남도,천안시서북구,충청남도 천안시서북구 두정역서1길 13,041-556-6765
952,마전점,충청남도,금산군,충청남도 금산군 추부면 마전리 567-12,041-753-7972
953,모산점,충청남도,아산시,충청남도 아산시 배방면 공수리 63-24,041-548-1258
954,병천점,충청남도,천안시동남구,충청남도 천안시동남구 병천면 병천리 157-17,041-564-9199
955,보령웅천점,충청남도,보령시,충청남도 보령시 웅천읍 충서로 872,041-931-3052
956,부여점,충청남도,부여군,충청남도 부여군 부여읍 성왕로 173번길 12,041-833-2777
957,불당점,충청남도,천안시서북구,충청남도 천안시서북구 불당동 1124,041-556-8892
958,비인점,충청남도,서천군,충청남도 서천군 비인면 성내리 338-5,041-952-6231
959,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 두리 570-52,041-338-7193
960,서산1점,충청남도,서산시,충청남도 서산시 읍내동 160-1,041-664-1596
961,서산부영점,충청남도,서산시,충청남도 서산시 성암1로 56(읍내동),041-681-6661
962,서산삼성점,충청남도,서산시,충청남도 서산시 동문동 538,041-664-7072
963,서천점,충청남도,서천군,충청남도 서천군 서천읍 군사리 715-2,041-953-2608
964,석림점,충청남도,서산시,충청남도 서산시 석림동 783-4,041-681-3005
965,석문점,충청남도,당진시,충청남도 당진시 석문면 통정3안길 8-15,041-353-8333
966,성거점,충청남도,천안시서북구,충청남도 천안시서북구 성거읍 성거길 90,041-622-6568
967,성정2점,충청남도,천안시서북구,충청남도 천안시서북구 성정동 서부11길 27,041-575-3161
968,성정점,충청남도,천안시서북구,충청남도 천안시서북구 성정로 141,041-572-2121
969,성환점,충청남도,천안시서북구,충청남도 천안시서북구 성환읍 성환리 345-3,041-581-8200
970,송산점,충청남도,당진시,충청남도 당진시 송산면 유곡리 355-36,041-358-9399
971,송악점,충청남도,아산시,충청남도 아산시 송악면 외암리 595-104,041-543-3393
972,신계점,충청남도,천안시동남구,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,041-566-7722
973,신관점,충청남도,공주시,충청남도 공주시 신관동 177-1,041-856-7775
974,신관초교점,충청남도,공주시,충청남도 공주시 신관동 319-7 신관초교 후문앞,041-856-9533
975,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창말로 8,041-334-2022
976,신부점,충청남도,천안시동남구,충청남도 천안시동남구 터미널7길 26,041-552-4386
977,신창점,충청남도,아산시,충청남도 아산시 신창면 서부남로 868,041-542-9998
978,신항점,충청남도,태안군,충청남도 태안군 근흥면 신진도리 527-8,041-675-1349
979,아산풍기점,충청남도,아산시,충청남도 아산시 어의정로 184,041-541-9991
980,안면점,충청남도,태안군,충청남도 태안군 안면읍 장터로 114,041-673-4456
981,안서점,충청남도,천안시동남구,충청남도 천안시동남구 중암1길 17,041-555-7333
982,엄사금암점,충청남도,계룡시,충청남도 계룡시 엄사면 번영2길 4-41 101,042-841-6007
983,연무대점,충청남도,논산시,충청남도 논산시 연무읍 안심로 127,041-742-0946
984,예산1점,충청남도,예산군,충청남도 예산군 예산읍 예산리 천변로 179,041-332-2512
985,예산2점,충청남도,예산군,충청남도 예산군 예산읍 주교리 225-9,041-332-6376
986,온양1점,충청남도,아산시,충청남도 아산시 충무로 20번길 20,041-545-8178
987,용곡점,충청남도,천안시동남구,충청남도 천안시동남구 용곡동 583,041-592-9245
988,용화점,충청남도,아산시,"충청남도 아산시 용화동 694, 101호",041-546-0002
989,우성점,충청남도,천안시서북구,충청남도 천안시서북구 직산읍 자은가리1길 68  ,041-584-4323
990,원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 837,041-675-3231
991,원앙마을점,충청남도,천안시동남구,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,041-562-0033
992,월봉점,충청남도,천안시서북구,충청남도 천안시서북구 월봉로 79,041-578-7782
993,월산부영점,충청남도,홍성군,충청남도 홍성군 홍성읍 월산로30번길 6,041-631-9222
994,유구점,충청남도,공주시,충청남도 공주시 유구읍 중앙1길 88,041-841-0821
995,음봉점,충청남도,아산시,충청남도 아산시 음봉면 산동안길 10,041-533-3151
996,의당.신한점,충청남도,공주시,충청남도 공주시 의당면 연수원길 115-2 102호,041-858-9282
997,이수점,충청남도,천안시서북구,충청남도 천안시서북구 백석동 433-3,041-569-9245
998,이주단지점,충청남도,당진시,충청남도 당진시 송악읍 신복운로6길 7(1층),041-358-8252
999,장항점,충청남도,서천군,충청남도 서천군 장항읍 장항로 125-1,041-956-5282
1000,정산점,충청남도,청양군,충청남도 청양군 정산면 서정리 168,041-943-2308
1001,죽정점,충청남도,보령시,충청남도 보령시 죽정동 646-9,041-936-5293
1002,중흥리점,충청남도,당진시,충청남도 당진시 송악읍 송악로 685,041-358-0444
1003,지곡점,충청남도,서산시,충청남도 서산시 지곡면 무장리 920 오스카빌 103,041-663-9985
1004,직산부영점,충청남도,천안시서북구,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호,041-581-1210
1005,직산점,충청남도,천안시서북구,충청남도 천안시서북구 직산읍 삼은리 76-177,041-583-2077
1006,천북점,충청남도,보령시,충청남도 보령시 천북면 하궁길 2,041-641-8292
1007,천안3점,충청남도,천안시동남구,충청남도 천안시동남구 봉정로 18,041-572-9930
1008,천안4점,충청남도,천안시동남구,충청남도 천안시동남구 오룡동 63-12,041-569-9415
1009,천안7단지점,충청남도,천안시서북구,"충청남도 천안시서북구 쌍용11길 57 109(쌍용동, 주공아파트 7단지상가)",041-571-1137
1010,천안백석점,충청남도,천안시서북구,충청남도 천안시서북구 백석5길 23-1(백석동),041-522-7888
1011,천안신당점,충청남도,천안시서북구,충청남도 천안시서북구 신당동 271-9,041-553-9445
1012,천안신방점,충청남도,천안시동남구,충청남도 천안시동남구 서부대로 피오레상가103 ,041-575-9292
1013,천안청룡점,충청남도,천안시동남구,충청남도 천안시동남구   구성2길 1(구성동),041-562-5608
1014,청당점,충청남도,천안시동남구,"충청남도 천안시동남구 청수10길 12, 101",041-622-5522
1015,청라점,충청남도,보령시,충청남도 보령시 청라면 당안길1,041-932-8334
1016,청양점,충청남도,청양군,충청남도 청양군 청양읍 읍내리 203-40,041-943-0230
1017,초원점,충청남도,아산시,충청남도 아산시 좌부동 84 초원상가 103,041-549-0009
1018,충남덕산점,충청남도,예산군,충청남도 예산군 덕산면 읍내리 342-1,041-338-0707
1019,탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로 230-11,041-543-9298
1020,태안점,충청남도,태안군,충청남도 태안군 태안읍 시장2길 42,041-672-4441
1021,테크노밸리점,충청남도,서산시,충청남도 서산시 성연면 일람리 1123,041-665-2121
1022,테크노점(아산),충청남도,아산시,충청남도 아산시 둔포면 석곡리 1520 아산테크노빌딩 102,041-545-5592
1023,합덕점,충청남도,당진시,충청남도 당진시 합덕읍 합덕시장로 176,041-362-5366
1024,해미점,충청남도,서산시,충청남도 서산시 해미면 남문5로 4,041-688-9292
1025,홍성2점,충청남도,홍성군,충청남도 홍성군 홍성읍 조양로 190,041-633-8148
1026,홍성주공점,충청남도,홍성군,충청남도 홍성군 홍성읍 문화로72번길 92,041-633-9284
1027,구암점,전라북도,군산시,전라북도 군산시 서당길 19(구암동),063-443-3396
1028,군산금호점,전라북도,군산시,전라북도 군산시 나운동 489 금호타운상가 108,063-465-7546
1029,금암점,전라북도,전주시덕진구,전라북도 전주시덕진구 조경단로 44,063-254-6525
1030,남원노암점,전라북도,남원시,"전라북도 남원시 노암동 260, 한신아파트상가 102호",063-632-3181
1031,무주점,전라북도,무주군,전라북도 무주군 무주읍 읍내리 249-6,063-322-3938
1032,미룡산북점,전라북도,군산시,전라북도 군산시 부곡로 125(미룡동),063-465-8388
1033,반월점,전라북도,전주시덕진구,전라북도 전주시덕진구 반월동 1229 반월주공아파트상가 104호,063-213-8292
1034,봉동점,전라북도,완주군,전라북도 완주군 봉동읍 장기리 214-1,063-261-3676
1035,부송점,전라북도,익산시,전라북도 익산시 부송1로 65,063-832-9292
1036,상동점,전라북도,정읍시,전라북도 정읍시 상동 265-1(충정로 37),063-535-9889
1037,송천점,전라북도,전주시덕진구,전라북도 전주시덕진구 솔내로 111(송천동1가),063-274-0607
1038,신태인점,전라북도,정읍시,전라북도 정읍시 신태인읍 신태인중앙로 7,063-571-1170
1039,아중점,전라북도,전주시덕진구,전라북도 전주시덕진구 인후동1가 880-5,063-242-9994
1040,어양점,전라북도,익산시,전라북도 익산시 고봉로18길 107(어양동),063-831-7804
1041,인월점,전라북도,남원시,전라북도 남원시 인월면 인월리 249-16,063-636-2381
1042,장계점,전라북도,장수군,전라북도 장수군 장계면 한들로 81,063-352-8292
1043,중화산동점,전라북도,전주시완산구,"전라북도 전주시완산구 따박골2길 3(중화산동2가, 1층)",063-228-5700
1044,호성점,전라북도,전주시덕진구,전라북도 전주시덕진구 호성동 2길 9,063-245-9282
1045,강진점,전라남도,강진군,전라남도 강진군 강진읍 탐진로 76-1,061-433-8292
1046,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43,061-762-2828
1047,구례점,전라남도,구례군,전라남도 구례군 구례읍 중앙로 35,061-782-8838
1048,근화점,전라남도,목포시,전라남도 목포시 연산동 산정로 268-3,061-272-3294
1049,능주점,전라남도,화순군,전라남도 화순군 능주면 죽수길50,061-373-3245
1050,둔덕점,전라남도,여수시,전라남도 여수시 만성로 18,061-651-6641
1051,백양사점,전라남도,장성군,전라남도 장성군 북하면 백양로 904,061-392-9989
1052,영광점,전라남도,영광군,전라남도 영광군 영광읍 남천리 312-2,061-352-1788
1053,장흥관산점,전라남도,장흥군,전라남도 장흥군 관산읍 관산로 119-1,061-867-7970
1054,장흥점,전라남도,장흥군,전라남도 장흥군 장흥읍 동교3길 8,061-863-8191
1055,전남금산점,전라남도,고흥군,전라남도 고흥군 금산면 대흥리 360-20,061-842-7471
1056,중마점,전라남도,광양시,전라남도 광양시 중동 1681번지 태영@ 상가 106호,061-794-0909
1057,지리산온천점,전라남도,구례군,전라남도 구례군 산동면 관산리 715-2번지,061-783-7834
1058,진도점,전라남도,진도군,전라남도 진도군 진도읍 옥주길 22,061-544-3188
1059,하당동아점,전라남도,목포시,전라남도 목포시 신흥로45번길 2 상가112호,061-283-0015
1060,하당부영점,전라남도,목포시,전라남도 목포시 삼향천로91번길 26(옥암동),061-281-9943
1061,함평점,전라남도,함평군,전라남도 함평군 함평읍 광남길 83,061-324-8892
1062,해남점,전라남도,해남군,전라남도 해남군 해남읍 중앙1로 98,061-536-5700
1063,화순점,전라남도,화순군,전라남도 화순군 화순읍 광덕로 142,061-374-5557
1064,가수원점,대전광역시,서구,대전광역시 서구 가수원동 774-18,042-541-1350
1065,가오점,대전광역시,동구,대전광역시 동구 가오동 533,042-284-0399
1066,가장점,대전광역시,서구,대전광역시 서구 가장동 40-40,042-532-1140
1067,갈마점,대전광역시,서구,대전광역시 서구 갈마로 60(갈마동),042-531-9962
1068,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호,042-544-9292
1069,관저2점,대전광역시,서구,대전광역시 서구 관저동 1137-1 구봉5단지상가 103호,042-544-9922
1070,괴정1점,대전광역시,서구,대전광역시 서구 괴정동 130-3,042-526-3222
1071,궁동점(대전),대전광역시,유성구,대전광역시 유성구 궁동 404-7,042-823-2223
1072,내동2점,대전광역시,서구,대전광역시 서구 내동 160-19,042-527-3111
1073,노은반석점,대전광역시,유성구,"대전광역시 유성구 노은서로266번 77, 104호(지상1층)",042-826-9282
1074,대고점,대전광역시,중구,"대전광역시 중구 테미로 31-1(대흥동, 1층)",042-256-6213
1075,대전용문점,대전광역시,서구,대전광역시 서구 괴정동 425-16,042-524-8030
1076,대전터미널점,대전광역시,동구,대전광역시 동구 동서대로1695 106,042-631-0666
1077,도마점,대전광역시,서구,대전광역시 서구 도마1동 129-30,042-522-0704
1078,도안지구점,대전광역시,유성구,대전광역시 유성구 원신흥남로11번 6-22 (102호),042-822-9283
1079,둔산1점,대전광역시,서구,대전광역시 서구 둔산동 1809  국화동성@상가 202호,042-482-1872
1080,둔산2점,대전광역시,서구,대전광역시 서구 둔산3동 1972번지,042-486-1007
1081,만년점,대전광역시,서구,대전광역시 서구 만년로16번길 27(만년동),042-485-9949
1082,목상석봉점,대전광역시,대덕구,"대전광역시 대덕구 대덕대로1454 11-6(목상동,1층)",042-932-8516
1083,문화점,대전광역시,중구,대전광역시 중구 문화동 788 상가 107호,042-585-6340
1084,법1동점,대전광역시,대덕구,대전광역시 대덕구 법동 281 삼정하이츠@상가 1층,042-673-4700
1085,법2동점,대전광역시,대덕구,대전광역시 대덕구 법동 206-6,042-631-0606
1086,비래가양점,대전광역시,동구,대전광역시 동구 가양2동 47-64,042-624-2243
1087,샘머리점,대전광역시,서구,대전광역시 서구 둔산동 908 상록스토아 306,042-488-2592
1088,선화점,대전광역시,중구,대전광역시 중구 은행동 1-1,042-254-5484
1089,송강그린점,대전광역시,유성구,대전광역시 유성구 송강동 208-7,042-935-9292
1090,송강마을점,대전광역시,유성구,대전광역시 유성구 구즉로58번길 12(송강동),042-935-4554
1091,송촌점,대전광역시,대덕구,대전광역시 대덕구 송촌동 222-12,042-633-9009
1092,신대점,대전광역시,대덕구,대전광역시 대덕구 신대동 216번지,042-625-8332
1093,신성점,대전광역시,유성구,대전광역시 유성구 신선로 72번길 30,042-861-6881
1094,신탄3점,대전광역시,대덕구,대전광역시 대덕구 신탄진동 18-8,042-931-0826
1095,옥계점(대전),대전광역시,중구,대전광역시 중구 대종로 59(옥계동),042-272-9292
1096,용운점,대전광역시,동구,대전광역시 동구 용운동 307-11,042-284-7553
1097,용전점,대전광역시,대덕구,대전광역시 대덕구 중리동 246-25,042-622-9955
1098,유성1점,대전광역시,유성구,대전광역시 유성구 게룡로60번길 60-2,042-822-6208
1099,유성2점,대전광역시,유성구,대전광역시 유성구 장대동 269-8,042-822-4342
1100,유천2점,대전광역시,중구,대전광역시 중구 유천동 127-7,042-585-7357
1101,유천점,대전광역시,중구,대전광역시 중구 유천동 285-19,042-582-4488
1102,인동점(대전),대전광역시,동구,대전광역시 동구 인동 147-7,042-271-2233
1103,자양점,대전광역시,동구,대전광역시 동구 자양동 190-36,042-626-7111
1104,전민점,대전광역시,유성구,"대전광역시 유성구 전민로10번길 49(전민동, 1층)",042-862-9962
1105,정림점,대전광역시,서구,대전광역시 서구 정림동 666번지,042-585-9289
1106,중리점(대전),대전광역시,대덕구,대전광역시 대덕구 중리남로 20,042-624-0430
1107,중촌점,대전광역시,중구,대전광역시 중구 목중로39번길 21,042-252-7008
1108,진잠점,대전광역시,유성구,대전광역시 유성구 원내동 343-6,042-543-5565
1109,탄방점,대전광역시,서구,대전광역시 서구 탄방동 804,042-489-8008
1110,태평2점,대전광역시,중구,대전광역시 중구 태평동 334-7,042-534-4455
1111,판암2점,대전광역시,동구,대전광역시 동구 판암동 234 6단지상가 101,042-272-2999
1112,학하.한밭대점,대전광역시,유성구,대전광역시 유성구 학하남로19번길 16(계산동),042-825-9280
1113,홍도점,대전광역시,동구,대전광역시 동구 홍도동 72-32,042-623-8177
